version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_w2/frequency/depth_bst,min_height,3.000,1.461,"(500, 500)",,-1.539,0.000,20000,20
final,dumb_enumerate_ratios_w2/frequency/depth_bst,min_height,3.000,0.000,"(100, 0)",,-3.000,0.011,20000,20
