version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_w2/frequency/depth_bst,h_bal,2.000,0.833,"(500, 500)",,1.167,0.000,0,0
final,dumb_enumerate_ratios_w2/frequency/depth_bst,h_bal,2.000,1.303,"(30, 70)",,0.697,0.006,0,0
