version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_w2/frequency/even_list,min_len,5.000,1.942,"(500, 500)",,-3.058,0.000,20000,20
final,dumb_enumerate_ratios_w2/frequency/even_list,min_len,5.000,1.000,"(100, 0)",,-4.000,0.003,20000,20
