version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,greedy_enumerate/parametrized/rb_tree,black,0.333,0.529,"(500, 500, 500, 500, 500, 500, 500, 500)",,0.196,0.001,0,0
final,greedy_enumerate/parametrized/rb_tree,black,0.333,0.333,"(0, 100, 100, 0, 0, 100, 100, 0)",,0.000,0.017,0,0
