version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,ur_depth_tree,stick,0.800,0.325,"(500, 500, 500, 500, 500, 500)",,0.001,100000,50
final,ur_depth_tree,stick,0.800,0.800,"(17, 604, 1168, 410, 984, 92)",,64.762,100000,50
