version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate/frequency/rb_tree,black,0.400,0.526,"(500, 500, 500, 500)",,0.126,0.000,20000,20
final,dumb_enumerate/frequency/rb_tree,black,0.400,0.400,"(300, 700, 200, 1)",,0.000,6.553,20000,20
