version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,LoadedDice,black,0.333,0.504,"(500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500)",,0.171,0.001,20000,20
final,LoadedDice,black,0.333,0.372,"(238, 294, 145, 291, 372, 63, 1022, 553, 376, 325, 41, 765, 186, 910, 934, 893, 614, 780, 131, 228, 168, 828, 724, 810, 239, 255, 900, 110, 963, 524, 700, 697, 932, 523, 303, 134, 384, 719, 90, 80)",,0.039,30.531,20000,20
