version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,LoadedDice,min_black,0.200,0.516,"(500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500)",,0.316,0.001,20000,20
final,LoadedDice,min_black,0.200,0.348,"(885, 614, 499, 667, 938, 851, 496, 957, 89, 939, 297, 764, 847, 207, 845, 391, 371, 842, 612, 250, 929, 54, 428, 737, 898, 150, 284, 251, 305, 502, 23, 668, 699, 170, 48, 590, 107, 507, 156, 632)",,0.148,28.533,20000,20
