version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,greedy_enumerate/frequency/depth_bst,stick,0.100,0.320,"(500, 500)",,0.220,0.000,0,0
final,greedy_enumerate/frequency/depth_bst,stick,0.100,0.117,"(9, 90)",,0.017,0.003,0,0
