version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,Loaded Dice rd black tree,uniform height via chi,5.000,"(0.000, 264.000, 138.000, 89.000, 58.000, 451.000)","(500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500)", 717.130,0.002,60000,200
final,Loaded Dice rd black tree,uniform height via chi,5.000,"(0.000, 269.000, 162.000, 132.000, 138.000, 299.000)","(902, 154, 192, 797, 814, 316, 408, 631, 433, 9, 762, 531, 19, 125, 116, 186, 778, 445, 398, 825, 839, 872, 963, 411, 743, 209, 21, 784, 955, 161, 215, 127, 454, 749, 76, 991, 846, 77, 741, 160)", 322.370,78.949,60000,200
