version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,sorted list,avg number of bailouts of list,5.000,1.000,"(500, 500)",,-0.000,1000,50
final,sorted list,avg number of bailouts of list,5.000,1.000,"(842, 834)",,1.315,1000,50
