version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios/parametrized/depth_tree,stick,0.500,0.354,"(500, 500, 500, 500)",,0.146,0.000,20000,20
final,dumb_enumerate_ratios/parametrized/depth_tree,stick,0.500,0.363,"(40, 60, 70, 30)",,0.137,0.071,20000,20
