version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios/parametrized/depth_tree,min_stick,0.100,0.318,"(500, 500, 500, 500)",,0.218,0.001,20000,20
final,dumb_enumerate_ratios/parametrized/depth_tree,min_stick,0.100,0.000,"(0, 100, 0, 100)",,-0.100,0.071,20000,20
