version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,parametrized/sized_list_2,uni_len,10.000,"(503.000, 259.000, 124.000, 53.000, 29.000, 15.000, 7.000, 3.000, 3.000, 2.000, 2.000)","(500, 500, 500, 500)", 2494.160,0.001,20000,50
final,parametrized/sized_list_2,uni_len,10.000,"(68.000, 99.000, 102.000, 109.000, 99.000, 107.000, 88.000, 67.000, 67.000, 55.000, 139.000)","(-21, 264, 262, 814)", 70.280,4.950,20000,50
