version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,parametrized/sized_list,uni_len,10.000,"(503.000, 259.000, 124.000, 53.000, 29.000, 15.000, 7.000, 3.000, 3.000, 2.000, 2.000)","(500, 500, 500, 500)", 2494.160,2474.485,0.001,20000,35
final,parametrized/sized_list,uni_len,10.000,"(85.000, 103.000, 99.000, 102.000, 86.000, 96.000, 72.000, 90.000, 76.000, 90.000, 101.000)","(6, 657, 689, 415)", 20.120,0.445,8.226,20000,35
