version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,parametrized/sized_list_2,uni_len,10.000,"(503.000, 259.000, 124.000, 53.000, 29.000, 15.000, 7.000, 3.000, 3.000, 2.000, 2.000)","(500, 500, 500, 500)", 2494.160,0.001,5000,10
final,parametrized/sized_list_2,uni_len,10.000,"(440.000, 242.000, 147.000, 73.000, 49.000, 26.000, 11.000, 4.000, 6.000, 0.000, 2.000)","(225, 117, 316, 568)", 1923.560,1.284,5000,10
