version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios/unrolled/depth_bst,h_bal,0.300,0.808,"(500, 500, 500, 500, 500, 500)",,0.508,0.000,20000,20
final,dumb_iterate_ratios/unrolled/depth_bst,h_bal,0.300,0.299,"(70, 30, 90, 9, 40, 60)",,0.001,0.236,20000,20
