version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios/frequency/rb_tree,uni_height,"(2.000, 3.000, 4.000)","(26.000, 248.000, 726.000)","(500, 500, 500, 500)", 767.768,758.280,0.002,20000,20
final,dumb_enumerate_ratios/frequency/rb_tree,uni_height,"(2.000, 3.000, 4.000)","(277.000, 499.000, 224.000)","(80, 19, 20, 80)", 127.718,118.230,0.097,20000,20
