version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate/frequency/depth_tree,height,3.000,1.530,"(500, 500)",,1.470,0.000,20000,20
final,dumb_iterate/frequency/depth_tree,height,3.000,2.939,"(100, 200)",,0.061,0.050,20000,20
