version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate/frequency/depth_tree,stick,0.500,0.341,"(500, 500)",,0.159,0.000,20000,20
final,dumb_iterate/frequency/depth_tree,stick,0.500,0.351,"(800, 1000)",,0.149,0.044,20000,20
