version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate/unrolled/even_list,len,5.000,1.962,"(500, 500, 500, 500)",,3.038,0.000,20000,20
final,dumb_iterate/unrolled/even_list,len,5.000,4.997,"(1, 800, 500, 900)",,0.003,2.861,20000,20
