version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_w2/unrolled/depth_bst,stick,0.800,0.337,"(500, 500, 500, 500, 500, 500)",,0.463,0.000,0,0
final,dumb_enumerate_ratios_w2/unrolled/depth_bst,stick,0.800,0.799,"(0, 100, 100, 0, 50, 50)",,0.001,0.106,0,0
