version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate/frequency/depth_tree,stick,0.100,0.345,"(500, 500)",,0.245,0.000,20000,20
final,dumb_enumerate/frequency/depth_tree,stick,0.100,0.103,"(100, 800)",,0.003,0.056,20000,20
