version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,greedy_enumerate/unrolled/depth_bst_5,stick,0.800,0.342,"(500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500)",,0.459,0.000,0,0
final,greedy_enumerate/unrolled/depth_bst_5,stick,0.800,0.800,"(50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 9, 90, 50, 50, 50, 50, 9, 90, 50, 50, 100, 0, 50, 50, 50, 50, 50, 50, 70, 30, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 0, 100, 50, 50, 9, 90, 100, 0)",,0.000,0.063,0,0
