version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate/frequency/depth_bst,min_height,3.000,1.518,"(500, 500)",,-1.482,0.000,20000,20
final,dumb_enumerate/frequency/depth_bst,min_height,3.000,0.000,"(1000, 1)",,-3.000,0.042,20000,20
