version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate/frequency/depth_bst,min_stick,0.100,0.332,"(500, 500)",,0.232,0.000,20000,20
final,dumb_enumerate/frequency/depth_bst,min_stick,0.100,0.000,"(900, 1)",,-0.100,0.038,20000,20
