version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate/frequency/depth_bst,h_bal,2.000,0.874,"(500, 500)",,1.126,0.000,20000,20
final,dumb_enumerate/frequency/depth_bst,h_bal,2.000,1.430,"(200, 500)",,0.570,0.043,20000,20
