version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,parametrized/depthtree_2,stick,0.500,0.320,"(500, 500, 500, 500)",,0.001,20000,20
final,parametrized/depthtree_2,stick,0.500,0.390,"(1, 99, 743, 415)",,21.216,20000,20
