version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,parametrized/depthtree_2,h_bal,1.500,0.794,"(500, 500, 500, 500)",,0.001,20000,20
final,parametrized/depthtree_2,h_bal,1.500,1.467,"(258, 836, 298, 72)",,21.970,20000,20
