version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,greedy_enumerate/unrolled/depth_tree,stick,0.500,0.303,"(500, 500, 500, 500, 500, 500)",,0.197,0.000,0,0
final,greedy_enumerate/unrolled/depth_tree,stick,0.500,0.499,"(50, 50, 100, 0, 100, 0)",,0.001,0.003,0,0
