version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,unrolled/rb_tree,black,0.333,0.530,"(500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500)",,0.001,20000,20
final,unrolled/rb_tree,black,0.333,0.412,"(316, 495, 9, 220, 529, 277, 732, 767, 782, 88, 378, 1, 116, 946, 763, 528, 783, 131, 100, 621)",,29.131,20000,20
