version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,unrolled/rb_tree,black,0.400,0.526,"(500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500)",,0.001,100000,50
final,unrolled/rb_tree,black,0.400,0.400,"(770, 1024, 99, 468, 617, 15, 363, 901, 762, 242, 37, 248, 1001, 738, 715, 935, 348, 934, 206, 501)",,149.456,100000,50
