version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,unrolled/rb_tree,black,0.400,0.530,"(500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500)",,0.130,0.001,20000,20
final,unrolled/rb_tree,black,0.400,0.412,"(1, 42, 24, 844, 531, 387, 799, 789, 198, 767, 105, 846, 579, 579, 373, 446, 208, 729, 125, 695)",,0.012,30.139,20000,20
