version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios/unrolled/depth_tree,h_bal,1.500,0.844,"(500, 500, 500, 500, 500, 500)",,0.656,0.000,20000,20
final,dumb_enumerate_ratios/unrolled/depth_tree,h_bal,1.500,1.498,"(0, 100, 90, 9, 60, 40)",,0.002,0.271,20000,20
