version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios/unrolled/depth_tree,min_height,3.000,1.696,"(500, 500, 500, 500, 500, 500)",,-1.304,0.000,20000,20
final,dumb_enumerate_ratios/unrolled/depth_tree,min_height,3.000,0.000,"(100, 0, 0, 100, 0, 100)",,-3.000,0.247,20000,20
