version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios/unrolled/depth_tree,min_stick,0.100,0.342,"(500, 500, 500, 500, 500, 500)",,0.242,0.000,20000,20
final,dumb_enumerate_ratios/unrolled/depth_tree,min_stick,0.100,0.000,"(0, 100, 0, 100, 0, 100)",,-0.100,0.218,20000,20
