version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios_w2/unrolled/even_list,len,5.000,2.041,"(500, 500, 500, 500)",,2.959,0.000,20000,20
final,dumb_iterate_ratios_w2/unrolled/even_list,len,5.000,5.046,"(28, 71, 0, 100)",,0.046,0.027,20000,20
