version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,frequency/sized_list,min_len,5.000,1.011,"(500, 500)",,-3.989,0.000,20000,20
final,frequency/sized_list,min_len,5.000,0.008,"(351, 4)",,-4.992,4.762,20000,20
