version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,frequency/sized_list,len,5.000,0.992,"(500, 500)",,4.008,0.000,20000,20
final,frequency/sized_list,len,5.000,5.005,"(91, 608)",,0.005,7.510,20000,20
