version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,frequency/sized_list,nil2,0.100,0.491,"(500, 500)",,22.759,0.000,5000,10
final,frequency/sized_list,nil2,0.100,0.099,"(115, 972)",,-1.856,2.166,5000,10
