version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios/parametrized/sized_list_1_const,min_len,5.000,0.990,"(500, 500, 500)",,-4.010,0.000,20000,20
final,dumb_enumerate_ratios/parametrized/sized_list_1_const,min_len,5.000,0.000,"(100, 0, 1)",,-5.000,0.019,20000,20
