version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios/unrolled/even_list,uni_len,"(1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000, 11.000)","(497.000, 260.000, 131.000, 59.000, 21.000, 14.000, 5.000, 6.000, 3.000, 1.000, 3.000)","(500, 500, 500, 500)", 2695.648,2674.622,0.000,20000,20
final,dumb_iterate_ratios/unrolled/even_list,uni_len,"(1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000, 11.000)","(200.000, 153.000, 129.000, 112.000, 67.000, 85.000, 55.000, 44.000, 37.000, 21.000, 97.000)","(20, 80, 20, 80)", 325.368,304.342,0.020,20000,20
