version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_w2/frequency/sized_list,min_nil,0.100,0.484,"(500, 500)",,0.384,0.000,20000,20
final,dumb_enumerate_ratios_w2/frequency/sized_list,min_nil,0.100,0.000,"(0, 100)",,-0.100,0.003,20000,20
