version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,frequency/even_list,min_nil,0.100,0.000,"(500, 500)",,-0.100,0.000,20000,20
final,frequency/even_list,min_nil,0.100,0.000,"(81, 383)",,-0.100,6.580,20000,20
