version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,even_list,len,5.000,2.029,"(500, 500)",,0.000,5000,10
final,even_list,len,5.000,4.852,"(251, 1129)",,1.364,5000,10
