version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,frequency/even_list,nil,0.100,0.000,"(500, 500)",,0.100,0.000,20000,20
final,frequency/even_list,nil,0.100,0.000,"(640, 619)",,0.100,5.711,20000,20
