version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,frequency/sized_list,min_nil,0.100,0.505,"(500, 500)",,0.405,0.000,20000,20
final,frequency/sized_list,min_nil,0.100,0.000,"(1, 826)",,-0.100,8.309,20000,20
