version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,sized_list,len_min,5.000,1.004,"(500, 500)",,0.000,5000,10
final,sized_list,len_min,5.000,0.004,"(978, 3)",,1.517,5000,10
