version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,depth_bst,stick_min,0.100,0.341,"(500, 500)",,0.001,5000,10
final,depth_bst,stick_min,0.100,0.003,"(604, 1)",,1.958,5000,10
