version,generator,fv,goal,dist,weights,chi,time,iterations,restarts
initial,parametrized/sized_list_1,uni_len,10.000,"(503.000, 259.000, 124.000, 53.000, 29.000, 15.000, 7.000, 3.000, 3.000, 2.000, 2.000)","(500, 500, 500)", 2494.160,0.000,5000,10
final,parametrized/sized_list_1,uni_len,10.000,"(110.000, 102.000, 116.000, 79.000, 89.000, 93.000, 82.000, 81.000, 71.000, 71.000, 106.000)","(36, 838, 800)", 33.740,2.252,5000,10
