version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios/frequency/depth_bst,stick,0.100,0.357,"(500, 500)",,0.257,0.000,20000,20
final,dumb_iterate_ratios/frequency/depth_bst,stick,0.100,0.097,"(90, 9)",,0.003,0.007,20000,20
