version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios_smaller/parametrized/depth_bst,height,5.000,1.485,"(500, 500, 500, 500)",,3.515,0.001,20000,20
final,dumb_iterate_ratios_smaller/parametrized/depth_bst,height,5.000,5.000,"(0, 100, 0, 100)",,0.000,0.020,20000,20
