version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_enumerate_ratios_w2/unrolled/depth_tree,h_bal,2.000,0.883,"(500, 500, 500, 500, 500, 500)",,1.117,0.000,20000,20
final,dumb_enumerate_ratios_w2/unrolled/depth_tree,h_bal,2.000,1.998,"(0, 100, 30, 70, 50, 50)",,0.002,0.834,20000,20
