version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios_smaller/unrolled/depth_bst,min_height,3.000,1.565,"(500, 500, 500, 500, 500, 500)",,-1.435,0.000,20000,20
final,dumb_iterate_ratios_smaller/unrolled/depth_bst,min_height,3.000,0.000,"(100, 0, 0, 100, 0, 100)",,-3.000,0.062,20000,20
