version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate_ratios_smaller/unrolled/depth_bst,stick,0.800,0.348,"(500, 500, 500, 500, 500, 500)",,0.452,0.000,20000,20
final,dumb_iterate_ratios_smaller/unrolled/depth_bst,stick,0.800,0.793,"(0, 100, 100, 0, 50, 50)",,0.007,0.056,20000,20
