version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate/parametrized/depth_tree,h_bal,1.500,0.831,"(500, 500, 500, 500)",,0.669,0.000,20000,20
final,dumb_iterate/parametrized/depth_tree,h_bal,1.500,1.497,"(1, 500, 800, 1)",,0.003,10.581,20000,20
