version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,frequency/even_list,uni_len,"(1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000, 11.000)","(486.000, 243.000, 141.000, 63.000, 41.000, 15.000, 4.000, 5.000, 1.000, 1.000, 0.000)","(500, 500)", 2531.484,2510.458,0.000,5000,20
final,frequency/even_list,uni_len,"(1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000, 11.000)","(156.000, 147.000, 95.000, 92.000, 79.000, 81.000, 60.000, 56.000, 48.000, 40.000, 146.000)","(111, 549)", 190.112,169.086,1.906,5000,20
