version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,greedy_enumerate/unrolled/sized_list_10,len,5.000,1.058,"(500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500)",,3.942,0.000,0,0
final,greedy_enumerate/unrolled/sized_list_10,len,5.000,5.007,"(50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 50, 100, 0, 100, 0, 100, 0, 100, 0)",,0.007,0.014,0,0
