version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,frequency/depth_tree,uni_height,5.000,"(519.000, 120.000, 86.000, 56.000, 25.000, 194.000)","(500, 500)", 862.770,850.178,0.001,50000,50
final,frequency/depth_tree,uni_height,5.000,"(410.000, 128.000, 71.000, 53.000, 40.000, 298.000)","(725, 827)", 613.690,601.098,36.007,50000,50
