version,generator,fv,goal,dist,chi,time,iterations,restarts
initial,p_sized_list,uni_len,5.000,"(486.000, 249.000, 136.000, 71.000, 26.000, 32.000)","(500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500)", 817.170,0.000,100000,50
final,p_sized_list,uni_len,5.000,"(174.000, 155.000, 150.000, 144.000, 200.000, 177.000)","(32, 736, 899, 880, 238, 599, 70, 208, 115, 499, 193, 951)", 44.330,23.758,100000,50
