version,generator,fv,goal,dist,chi,time,iterations,restarts
initial,p_sized_list,uni_len,5.000,"(486.000, 249.000, 136.000, 71.000, 26.000, 32.000)","(500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500)", 817.170,0.000,20000,20
final,p_sized_list,uni_len,5.000,"(332.000, 210.000, 207.000, 116.000, 58.000, 77.000)","(853, 472, 736, 849, 295, 331, 774, 937, 418, 802, 438, 829)", 299.610,4.168,20000,20
