version,generator,fv,goal,dist,chi,time,iterations,restarts
initial,p_sized_list,uni_len,5.000,"(486.000, 249.000, 136.000, 71.000, 26.000, 32.000)","(500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500)", 817.170,0.000,150000,50
final,p_sized_list,uni_len,5.000,"(163.000, 207.000, 156.000, 142.000, 126.000, 206.000)","(326, 757, 704, 534, 458, 1033, 88, 236, 275, 725, 28, 148)", 61.150,33.533,150000,50
