version,generator,fv,goal,dist,chi,time,iterations,restarts
initial,p_sized_list,uni_len,5.000,"(486.000, 249.000, 136.000, 71.000, 26.000, 32.000)","(500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500, 500)", 817.170,0.000,150000,75
final,p_sized_list,uni_len,5.000,"(162.000, 174.000, 209.000, 176.000, 169.000, 110.000)","(14, 147, 320, 211, 476, 717, 432, 849, 78, 311, 89, 460)", 59.190,33.772,150000,75
