version,generator,fv,goal,dist,weights,chi,score,time,iterations,restarts
initial,dumb_iterate/frequency/even_list,uni_len,"(1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000, 11.000)","(493.000, 260.000, 120.000, 62.000, 35.000, 20.000, 2.000, 3.000, 1.000, 1.000, 3.000)","(500, 500)", 2635.962,2614.936,0.000,20000,20
final,dumb_iterate/frequency/even_list,uni_len,"(1.000, 2.000, 3.000, 4.000, 5.000, 6.000, 7.000, 8.000, 9.000, 10.000, 11.000)","(157.000, 139.000, 120.000, 87.000, 85.000, 68.000, 58.000, 49.000, 35.000, 37.000, 165.000)","(100, 500)", 247.092,226.066,0.017,20000,20
